Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites alias,ConformerSites upload name,CanonSites alias,CanonSites upload name,CrystalformSites alias,CrystalformSites upload name,Quatassemblies alias,Quatassemblies upload name,Crystalforms alias,Crystalforms upload name,[Other] phosphate-binding site,[Other] ignore,[Other] subsite1,[Other] New
c1410c,CHIKV_MacB-x1410_C_308_v1,CHIKV_MacB-x1410,Z56899125,Nc1nc2ccc(F)cc2s1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1410d,CHIKV_MacB-x1410_D_401_v1,CHIKV_MacB-x1410,Z56899125,Nc1nc2ccc(F)cc2s1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1417a,CHIKV_MacB-x1417_A_304_v1,CHIKV_MacB-x1417,Z1201619441,CCOC(=O)c1c(C)n[nH]c1C,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1417b,CHIKV_MacB-x1417_B_308_v1,CHIKV_MacB-x1417,Z1201619441,CCOC(=O)c1c(C)n[nH]c1C,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1417c,CHIKV_MacB-x1417_C_308_v1,CHIKV_MacB-x1417,Z1201619441,CCOC(=O)c1c(C)n[nH]c1C,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1417d,CHIKV_MacB-x1417_D_401_v1,CHIKV_MacB-x1417,Z1201619441,CCOC(=O)c1c(C)n[nH]c1C,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1421a,CHIKV_MacB-x1421_A_401_v1,CHIKV_MacB-x1421,Z31721188,O=C(c1cccc(O)c1)N1CCOCC1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1421b,CHIKV_MacB-x1421_C_304_v1,CHIKV_MacB-x1421,Z31721188,O=C(c1cccc(O)c1)N1CCOCC1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1423a,CHIKV_MacB-x1423_C_304_v1,CHIKV_MacB-x1423,Z728187792,c1cc(-c2ncc[nH]2)ccn1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1431a,CHIKV_MacB-x1431_B_304_v1,CHIKV_MacB-x1431,Z234895085,Nc1cnc2ccccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1431b,CHIKV_MacB-x1431_B_308_v1,CHIKV_MacB-x1431,Z234895085,Nc1cnc2ccccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1431c,CHIKV_MacB-x1431_D_401_v1,CHIKV_MacB-x1431,Z234895085,Nc1cnc2ccccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1431d,CHIKV_MacB-x1431_D_402_v1,CHIKV_MacB-x1431,Z234895085,Nc1cnc2ccccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1435a,CHIKV_MacB-x1435_C_401_v1,CHIKV_MacB-x1435,Z415653738,NC(=O)c1cccc2[nH]ccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440a,CHIKV_MacB-x1440_A_305_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440b,CHIKV_MacB-x1440_A_306_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440c,CHIKV_MacB-x1440_B_401_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440d,CHIKV_MacB-x1440_C_401_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440e,CHIKV_MacB-x1440_C_501_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440f,CHIKV_MacB-x1440_D_304_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1440g,CHIKV_MacB-x1440_D_401_v1,CHIKV_MacB-x1440,Z1203162487,Nc1nccc2ccccc12,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1444a,CHIKV_MacB-x1444_A_401_v1,CHIKV_MacB-x1444,Z55692894,Cc1nc2ccccc2[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1444b,CHIKV_MacB-x1444_B_304_v1,CHIKV_MacB-x1444,Z55692894,Cc1nc2ccccc2[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1444c,CHIKV_MacB-x1444_D_306_v1,CHIKV_MacB-x1444,Z55692894,Cc1nc2ccccc2[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1445a,CHIKV_MacB-x1445_A_305_v1,CHIKV_MacB-x1445,Z68590124,NC(=O)c1ccccc1O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1445b,CHIKV_MacB-x1445_A_306_v1,CHIKV_MacB-x1445,Z68590124,NC(=O)c1ccccc1O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1445c,CHIKV_MacB-x1445_B_401_v1,CHIKV_MacB-x1445,Z68590124,NC(=O)c1ccccc1O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1445d,CHIKV_MacB-x1445_B_402_v1,CHIKV_MacB-x1445,Z68590124,NC(=O)c1ccccc1O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1445e,CHIKV_MacB-x1445_C_401_v1,CHIKV_MacB-x1445,Z68590124,NC(=O)c1ccccc1O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1445f,CHIKV_MacB-x1445_D_304_v1,CHIKV_MacB-x1445,Z68590124,NC(=O)c1ccccc1O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1454a,CHIKV_MacB-x1454_A_401_v1,CHIKV_MacB-x1454,Z57376600,Cc1nc(N)ccc1Br,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1454b,CHIKV_MacB-x1454_B_401_v1,CHIKV_MacB-x1454,Z57376600,Cc1nc(N)ccc1Br,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1454c,CHIKV_MacB-x1454_C_308_v1,CHIKV_MacB-x1454,Z57376600,Cc1nc(N)ccc1Br,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1454d,CHIKV_MacB-x1454_D_304_v1,CHIKV_MacB-x1454,Z57376600,Cc1nc(N)ccc1Br,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
