hippo_id,smiles,inchikey,required_amount_mg,num_poses,poses,tags,num_routes,num_reaction_steps,reaction_dependencies,reactant_dependencies,chemistry_types,scaffold_series
88081,Nc1c(O)cc(Br)cc1NC(=O)C1CNCCO1,FFVPPUCWCIFOJN-UHFFFAOYSA-N,1,1,{113632},[],1,{1},[74656],"{86797, 10327}",Ester_amidation,[2924]
87076,Cc1cc(N)c(NC(=O)COCCCl)cc1Cl,NMRQDVCXNDUCEQ-UHFFFAOYSA-N,1,1,{112451},[],1,{1},[73624],"{10154, 86597}",Ester_amidation,[2924]
89086,Cc1ccc(NC(=O)C2(C)CNCCO2)c(N)c1F,GTMQLONVJYLJPI-UHFFFAOYSA-N,1,2,"{114864, 114863}",[],1,{1},[75723],"{11001, 87461}",Ester_amidation,[2924]
87253,COC(C(=O)O)C(=O)Nc1cc(Br)ccc1N,BOZZOOCSIJXOFE-UHFFFAOYSA-N,1,2,"{112632, 112631}",[],1,{1},[73824],"{8673, 16017}",Ester_amidation,[2924]
70399,Cc1c(F)ccc(N)c1NC(=O)c1cc(Cl)c2nc(O)[nH]c2c1,OLRPHIJQJGEYPO-UHFFFAOYSA-N,1,1,{91103},[],1,{1},[56820],"{10968, 68261}",Amidation,[2919]
86712,CCOC(=O)C(=O)Nc1cc(I)c(Cl)cc1N,XROLROQPFYHVTH-UHFFFAOYSA-N,1,1,{112003},[],1,{1},[73612],"{10160, 86549}",Ester_amidation,[2924]
86288,Nc1c(O)cc(Br)cc1NC(=O)C1CO1,UJZQWMOENMGLLC-UHFFFAOYSA-N,1,1,{111462},[],1,{1},[72744],"{86242, 10327}",Ester_amidation,[2924]
70992,O=C(Nc1ccc2[nH]ncc2c1)c1cc(Cl)c2nc(O)[nH]c2c1,ZDLUTNAWQAIBPF-UHFFFAOYSA-N,1,1,{91897},[],1,{1},[57413],"{10770, 68261}",Amidation,[2919]
87245,Nc1c(NC(=O)COCCO)ccc(Br)c1O,IINXUWPYYBUSGZ-UHFFFAOYSA-N,1,1,{112623},[],1,{1},[73816],"{10330, 86571}",Ester_amidation,[2924]
86748,Nc1ccc(Br)cc1NC(=O)COCC(=O)O,CRRSNJPOSSQWMF-UHFFFAOYSA-N,1,1,{112037},[],1,{1},[73259],"{8673, 16038}",Ester_amidation,[2924]
70398,Cc1c(F)ccc(NC(=O)c2cc(Cl)c3nc(O)[nH]c3c2)c1N,HESBDSGBPBXURT-UHFFFAOYSA-N,1,1,{91102},[],1,{1},[56819],"{10968, 68261}",Amidation,[2919]
86876,Cc1cc(N)c(NC(=O)COCCCl)cc1F,HKMBSOCPNZCZQJ-UHFFFAOYSA-N,1,1,{112180},[],1,{1},[73403],"{10960, 86597}",Ester_amidation,[2924]
88361,Cc1ccc(NC(=O)C(=O)OC(C)(C)C)c(N)c1F,AGCFLUDZASWBKL-UHFFFAOYSA-N,1,1,{113961},[],1,{1},[75857],"{11001, 86549}",Ester_amidation,[2924]
86796,CCOC(=O)C(=O)Nc1c(F)ccc(F)c1N,KEGIXEWRHNGQTO-UHFFFAOYSA-N,1,1,{112092},[],1,{1},[73577],"{10131, 86549}",Ester_amidation,[2924]
86283,CN(C(=O)C1CO1)c1cccc(Br)c1N,LEKBTRYTLKTSBK-UHFFFAOYSA-N,1,2,"{111456, 111455}",[],1,{1},[72739],"{86242, 86282}",Ester_amidation,[2924]
89366,COC(C)(C(=O)O)C(=O)N(C)c1cccc(Br)c1N,HZKSPMGAPHNCIK-UHFFFAOYSA-N,1,2,"{115260, 115261}",[],1,{1},[76075],"{80778, 86282}",Ester_amidation,[2924]
89365,COC(C)(C(=O)O)C(=O)Nc1cc(Cl)c(I)cc1N,XRYMJFZPRACREX-UHFFFAOYSA-N,1,2,"{115258, 115259}",[],1,{1},[76074],"{10160, 80778}",Ester_amidation,[2924]
89364,COC(C)(C(=O)O)C(=O)Nc1cc(I)c(Cl)cc1N,JTBPJYBCBXABPD-UHFFFAOYSA-N,1,2,"{115256, 115257}",[],1,{1},[76073],"{10160, 80778}",Ester_amidation,[2924]
89362,COC(C)(C(=O)O)C(=O)Nc1c(N)ccc(C)c1F,QCHISGZJXHRSIE-UHFFFAOYSA-N,1,2,"{115253, 115254}",[],1,{1},[76071],"{11001, 80778}",Ester_amidation,[2924]
89357,COC(C)(C(=O)O)C(=O)Nc1cc(C)cc(C)c1N,LSFNXNINZSXXKG-UHFFFAOYSA-N,1,2,"{115244, 115245}",[],1,{1},[76066],"{80778, 86370}",Ester_amidation,[2924]
89344,COC(C)(C(=O)O)C(=O)Nc1cc(Cl)c(C)cc1N,LLRQGQSIFFIAKT-UHFFFAOYSA-N,1,1,{115220},[],1,{1},[76053],"{10154, 80778}",Ester_amidation,[2924]
89268,COC(C)(C(=O)O)C(=O)Nc1ccc(Br)c(O)c1N,RBYLWHBLMYJQAR-UHFFFAOYSA-N,1,2,"{115134, 115135}",[],1,{1},[75977],"{10330, 80778}",Ester_amidation,[2924]
89249,COC(C)(C(=O)O)C(=O)Nc1cc(Br)cc(O)c1N,YDEDXTAPAYAZGC-UHFFFAOYSA-N,1,1,{115103},[],1,{1},[75958],"{80778, 10327}",Ester_amidation,[2924]
89239,COC(C)(C(=O)O)C(=O)N1CCNc2ccccc21,RCJRKHDICOGCOH-UHFFFAOYSA-N,1,1,{115085},[],1,{1},[75948],"{80778, 10147}",Ester_amidation,[2924]
89164,COC(C)(C(=O)O)C(=O)Nc1c(F)ccc(F)c1N,FVNNYEASRNVCBO-UHFFFAOYSA-N,1,2,"{114990, 114991}",[],1,{1},[75816],"{80778, 10131}",Ester_amidation,[2924]
89128,Cc1cc(NC(=O)C2(C)CNCCO2)c(N)cc1F,ZQTHFOYGLKRHHB-UHFFFAOYSA-N,1,2,"{114941, 114942}",[],1,{1},[75765],"{10960, 87461}",Ester_amidation,[2924]
89111,CC1(C(=O)Nc2c(F)ccc(F)c2N)CNCCO1,RBYAXOASKZTVPA-UHFFFAOYSA-N,1,1,{114909},[],1,{1},[75748],"{10131, 87461}",Ester_amidation,[2924]
89104,Cc1cc(NC(=O)C2(C)CNCCO2)c(N)cc1Cl,VKJZMAGJJVKABM-UHFFFAOYSA-N,1,2,"{114897, 114898}",[],1,{1},[75741],"{10154, 87461}",Ester_amidation,[2924]
89103,Cc1cc(N)c(NC(=O)C2(C)CNCCO2)cc1Cl,HDECPEVEKFGRJM-UHFFFAOYSA-N,1,1,{114896},[],1,{1},[75740],"{10154, 87461}",Ester_amidation,[2924]
89092,CC1(C(=O)Nc2ccc(Br)c(O)c2N)CNCCO1,URMURNHEOIEHSR-UHFFFAOYSA-N,1,2,"{114874, 114875}",[],1,{1},[75729],"{10330, 87461}",Ester_amidation,[2924]
89084,Cc1c(F)ccc(NC(=O)C2(C)CNCCO2)c1N,ADVPDHLWZCQGQM-UHFFFAOYSA-N,1,1,{114860},[],1,{1},[75721],"{10968, 87461}",Ester_amidation,[2924]
88994,CNc1ccc(Br)cc1NC(=O)C1(C)CNCCO1,JRFUVFTWTHELSP-UHFFFAOYSA-N,1,2,"{114758, 114759}",[],1,{1},[75580],"{86307, 87461}",Ester_amidation,[2924]
88986,CC1(C(=O)N2CCNc3ccccc32)CNCCO1,BFYRANNQAZPQSY-UHFFFAOYSA-N,1,2,"{114742, 114743}",[],1,{1},[75572],"{10147, 87461}",Ester_amidation,[2924]
88966,Cc1cc(C)c(N)c(NC(=O)C2OCCNC2=O)c1,HUGDDRJIUPSIGR-UHFFFAOYSA-N,1,2,"{114712, 114713}",[],1,{1},[75532],"{87305, 86370}",Ester_amidation,[2924]
88964,Cc1ccc(NC(=O)C2OCCNC2=O)c(N)c1F,WRFFMIMIHFHOSH-UHFFFAOYSA-N,1,2,"{114708, 114709}",[],1,{1},[75530],"{11001, 87305}",Ester_amidation,[2924]
88963,Cc1ccc(N)c(NC(=O)C2OCCNC2=O)c1F,VCEMBOZGOBIWCN-UHFFFAOYSA-N,1,2,"{114706, 114707}",[],1,{1},[75529],"{11001, 87305}",Ester_amidation,[2924]
88962,Cc1c(F)ccc(NC(=O)C2OCCNC2=O)c1N,WBFQVMYCVKPNJD-UHFFFAOYSA-N,1,1,{114705},[],1,{1},[75528],"{10968, 87305}",Ester_amidation,[2924]
88961,Cc1c(F)ccc(N)c1NC(=O)C1OCCNC1=O,KPJAMMCWGBMHOE-UHFFFAOYSA-N,1,2,"{114704, 114703}",[],1,{1},[75527],"{10968, 87305}",Ester_amidation,[2924]
88955,Nc1c(F)ccc(F)c1NC(=O)C1OCCNC1=O,GCDUHEQDCCIVQB-UHFFFAOYSA-N,1,2,"{114691, 114692}",[],1,{1},[75521],"{87305, 10131}",Ester_amidation,[2924]
88944,Cc1cc(NC(=O)C2OCCNC2=O)c(N)cc1F,SLZYUASDRNVGCE-UHFFFAOYSA-N,1,2,"{114669, 114670}",[],1,{1},[75510],"{10960, 87305}",Ester_amidation,[2924]
88943,Cc1cc(N)c(NC(=O)C2OCCNC2=O)cc1F,AURUWVUCAAIWMD-UHFFFAOYSA-N,1,1,{114668},[],1,{1},[75509],"{10960, 87305}",Ester_amidation,[2924]
88937,Cc1cc(NC(=O)C2OCCNC2=O)c(N)cc1Br,WASUKNRGEFQPBQ-UHFFFAOYSA-N,1,2,"{114657, 114658}",[],1,{1},[75503],"{87305, 10157}",Ester_amidation,[2924]
88936,Nc1c(NC(=O)C2OCCNC2=O)ccc(Br)c1O,VAANNSBYKZIPGC-UHFFFAOYSA-N,1,2,"{114656, 114655}",[],1,{1},[75502],"{87305, 10330}",Ester_amidation,[2924]
88934,Nc1c(O)cc(Br)cc1NC(=O)C1OCCNC1=O,YSGOKMNPKMUDDP-UHFFFAOYSA-N,1,1,{114652},[],1,{1},[75500],"{87305, 10327}",Ester_amidation,[2924]
88932,CNc1ccc(Br)cc1NC(=O)C1OCCNC1=O,DRQUGPGTCFEMKO-UHFFFAOYSA-N,1,2,"{114648, 114649}",[],1,{1},[75498],"{87305, 86307}",Ester_amidation,[2924]
88924,O=C1NCCOC1C(=O)N1CCNc2ccccc21,ISXRYDYUNSRGRT-UHFFFAOYSA-N,1,2,"{114634, 114635}",[],1,{1},[75490],"{87305, 10147}",Ester_amidation,[2924]
88915,Cc1cc(NC(=O)C2OCCNC2=O)c(N)cc1Cl,JIFUZQUWFSDADN-UHFFFAOYSA-N,1,2,"{114620, 114621}",[],1,{1},[75481],"{87305, 10154}",Ester_amidation,[2924]
88914,Cc1cc(N)c(NC(=O)C2OCCNC2=O)cc1Cl,VKUBBZOKBQELRV-UHFFFAOYSA-N,1,1,{114619},[],1,{1},[75480],"{87305, 10154}",Ester_amidation,[2924]
88908,Nc1cc(Cl)c(I)cc1NC(=O)C1OCCNC1=O,YFWNUFJXIPRXFF-UHFFFAOYSA-N,1,2,"{114608, 114607}",[],1,{1},[75474],"{10160, 87305}",Ester_amidation,[2924]
88846,CNc1ccc(Br)cc1NC(=O)C1(CN)CCCO1,ISVISXCVGMLNAU-UHFFFAOYSA-N,1,2,"{114534, 114535}",[],1,{1},[75411],"{86307, 87483}",Ester_amidation,[2924]
88838,NCC1(C(=O)N2CCNc3ccccc32)CCCO1,GQCSBFHMMIBQLP-UHFFFAOYSA-N,1,1,{114520},[],1,{1},[75403],"{10147, 87483}",Ester_amidation,[2924]
88832,NCC1(C(=O)Nc2c(N)ccc(Br)c2O)CCCO1,YLZXRWHQNBEKKV-UHFFFAOYSA-N,1,2,"{114508, 114509}",[],1,{1},[75397],"{10330, 87483}",Ester_amidation,[2924]
88830,Cc1cc(NC(=O)C2(CN)CCCO2)c(N)cc1Br,AQSQXTACNREPGG-UHFFFAOYSA-N,1,2,"{114504, 114505}",[],1,{1},[75395],"{87483, 10157}",Ester_amidation,[2924]
88826,Cc1cc(NC(=O)C2(CN)CCCO2)c(N)cc1Cl,BARQZYVHTDJRLS-UHFFFAOYSA-N,1,2,"{114496, 114497}",[],1,{1},[75391],"{10154, 87483}",Ester_amidation,[2924]
88820,NCC1(C(=O)Nc2cc(I)c(Cl)cc2N)CCCO1,RYIXYTCGRBBTNZ-UHFFFAOYSA-N,1,2,"{114484, 114485}",[],1,{1},[75385],"{10160, 87483}",Ester_amidation,[2924]
88774,NCC1(C(=O)Nc2c(F)ccc(F)c2N)CCCO1,XBXLMTFGYXYIKI-UHFFFAOYSA-N,1,2,"{114416, 114417}",[],1,{1},[75340],"{10131, 87483}",Ester_amidation,[2924]
88750,Cc1c(F)ccc(NC(=O)C2(CN)CCCO2)c1N,DZSBCLSJIXWZNY-UHFFFAOYSA-N,1,2,"{114376, 114375}",[],1,{1},[75317],"{10968, 87483}",Ester_amidation,[2924]
88731,Cc1cc(N)c(NC(=O)C2(CN)CCCO2)cc1F,OWWUMLSBBAEONW-UHFFFAOYSA-N,1,1,{114341},[],1,{1},[75298],"{10960, 87483}",Ester_amidation,[2924]
88505,Cc1cc(NC(=O)C(=O)OC(C)(C)C)c(N)cc1Br,SXJZNKVWNSGRCE-UHFFFAOYSA-N,1,1,{114103},[],1,{1},[75897],"{86549, 10157}",Ester_amidation,[2924]
88412,CC(C)(C)OC(=O)C(=O)Nc1ccc(Br)c(O)c1N,DAFZBBOTIFJSCT-UHFFFAOYSA-N,1,1,{114011},[],1,{1},[75896],"{10330, 86549}",Ester_amidation,[2924]
88411,CC(C)(C)OC(=O)C(=O)Nc1c(N)ccc(Br)c1O,GPQKCSKKHWZPJU-UHFFFAOYSA-N,1,1,{114010},[],1,{1},[75895],"{10330, 86549}",Ester_amidation,[2924]
88383,CC(C)(C)OC(=O)C(=O)Nc1cc(I)c(Cl)cc1N,SEFCTTIBCXHAME-UHFFFAOYSA-N,1,1,{113982},[],1,{1},[75879],"{10160, 86549}",Ester_amidation,[2924]
88370,CC(C)(C)OC(=O)C(=O)Nc1c(F)ccc(F)c1N,HQXFOKGSUPOIIU-UHFFFAOYSA-N,1,1,{113969},[],1,{1},[75864],"{10131, 86549}",Ester_amidation,[2924]
88366,Cc1cc(NC(=O)C(=O)OC(C)(C)C)c(N)cc1Cl,AQTJAWFGCMZNOU-UHFFFAOYSA-N,1,1,{113965},[],1,{1},[75885],"{10154, 86549}",Ester_amidation,[2924]
88363,Cc1c(F)ccc(NC(=O)C(=O)OC(C)(C)C)c1N,BLIYUHUMADASHE-UHFFFAOYSA-N,1,1,{113963},[],1,{1},[75853],"{10968, 86549}",Ester_amidation,[2924]
88362,Cc1ccc(N)c(NC(=O)C(=O)OC(C)(C)C)c1F,XBSHQRMOILHOTR-UHFFFAOYSA-N,1,1,{113962},[],1,{1},[75855],"{11001, 86549}",Ester_amidation,[2924]
88356,Cc1cc(C)c(N)c(NC(=O)C(=O)OC(C)(C)C)c1,MXXZVDJVSILZAW-UHFFFAOYSA-N,1,1,{113956},[],1,{1},[75848],"{86370, 86549}",Ester_amidation,[2924]
88349,Cc1cc(N)c(NC(=O)C(=O)OC(C)(C)C)cc1F,ZLFBUNCPBFCDGW-UHFFFAOYSA-N,1,1,{113947},[],1,{1},[75876],"{10960, 86549}",Ester_amidation,[2924]
88280,CN(C(=O)C(=O)OC(C)(C)C)c1cccc(Br)c1N,UXFPJRXNQLTSHE-UHFFFAOYSA-N,1,1,{113877},[],1,{1},[75894],"{86282, 86549}",Ester_amidation,[2924]
88100,Cc1cc(NC(=O)C2CNCCO2)c(N)cc1Br,LOVZEKPZPCQBEX-UHFFFAOYSA-N,1,2,"{113667, 113668}",[],1,{1},[74675],"{86797, 10157}",Ester_amidation,[2924]
88099,CN(C(=O)C1CNCCO1)c1cccc(Br)c1N,LIGLITZYABUEHC-UHFFFAOYSA-N,1,2,"{113665, 113666}",[],1,{1},[74674],"{86282, 86797}",Ester_amidation,[2924]
88089,Cc1cc(NC(=O)C2CNCCO2)c(N)cc1Cl,ULJDOSMEEIJKNC-UHFFFAOYSA-N,1,2,"{113648, 113647}",[],1,{1},[74664],"{10154, 86797}",Ester_amidation,[2924]
88083,CNc1ccc(Br)cc1NC(=O)C1CNCCO1,AVNMODZBGJQDER-UHFFFAOYSA-N,1,2,"{113635, 113636}",[],1,{1},[74658],"{86307, 86797}",Ester_amidation,[2924]
88080,Nc1ccc(Br)c(O)c1NC(=O)C1CNCCO1,ALZSAHLTDYSBTQ-UHFFFAOYSA-N,1,2,"{113630, 113631}",[],1,{1},[74655],"{10330, 86797}",Ester_amidation,[2924]
88079,Cc1c(F)ccc(NC(=O)C2CNCCO2)c1N,ZZAALLUIYPOMKS-UHFFFAOYSA-N,1,1,{113629},[],1,{1},[74654],"{10968, 86797}",Ester_amidation,[2924]
88078,Cc1ccc(N)c(NC(=O)C2CNCCO2)c1F,KDLZYKHWERUZJL-UHFFFAOYSA-N,1,2,"{113627, 113628}",[],1,{1},[74653],"{11001, 86797}",Ester_amidation,[2924]
88074,Cc1cc(C)c(N)c(NC(=O)C2CNCCO2)c1,XEMXHACCNGSBMQ-UHFFFAOYSA-N,1,1,{113622},[],1,{1},[74649],"{86370, 86797}",Ester_amidation,[2924]
88073,Cc1c(F)ccc(N)c1NC(=O)C1CNCCO1,QWAZLQDTCMFZKH-UHFFFAOYSA-N,1,2,"{113620, 113621}",[],1,{1},[74648],"{10968, 86797}",Ester_amidation,[2924]
88031,O=C(C1CNCCO1)N1CCNc2ccccc21,FWMXUJUCHRUBCJ-UHFFFAOYSA-N,1,1,{113553},[],1,{1},[74606],"{10147, 86797}",Ester_amidation,[2924]
88016,C#CCCOCC(=O)Nc1c(N)ccc(F)c1C,UUNJGLVTGLWFTP-UHFFFAOYSA-N,1,1,{113539},[],1,{1},[74592],"{10968, 86695}",Ester_amidation,[2924]
88015,C#CCCOCC(=O)Nc1c(N)ccc(C)c1F,VKLMFPUWFGTMQY-UHFFFAOYSA-N,1,1,{113538},[],1,{1},[74591],"{11001, 86695}",Ester_amidation,[2924]
88014,C#CCCOCC(=O)Nc1ccc(C)c(F)c1N,GDQHKUKEYJNFSW-UHFFFAOYSA-N,1,1,{113537},[],1,{1},[74590],"{11001, 86695}",Ester_amidation,[2924]
87999,C#CCCOCC(=O)Nc1cc(C)c(Cl)cc1N,IZPOACNKCLINPU-UHFFFAOYSA-N,1,1,{113521},[],1,{1},[74575],"{10154, 86695}",Ester_amidation,[2924]
87992,C#CCCOCC(=O)Nc1c(F)ccc(F)c1N,GXKYAPBCDKGKQC-UHFFFAOYSA-N,1,1,{113514},[],1,{1},[74568],"{10131, 86695}",Ester_amidation,[2924]
87957,COC(C(=O)O)C(=O)Nc1cc(C)cc(C)c1N,LUUIWRLADWBGPF-UHFFFAOYSA-N,1,1,{113470},[],1,{1},[74533],"{16017, 86370}",Ester_amidation,[2924]
87937,COC(C(=O)O)C(=O)Nc1ccc(C)c(F)c1N,KQVACLMGGWFUAH-UHFFFAOYSA-N,1,2,"{113448, 113447}",[],1,{1},[74513],"{11001, 16017}",Ester_amidation,[2924]
87928,C#CCCOCC(=O)Nc1cc(Br)ccc1NC,XYXVYUBGKHRLOY-UHFFFAOYSA-N,1,1,{113437},[],1,{1},[74504],"{86307, 86695}",Ester_amidation,[2924]
87926,C#CCCOCC(=O)Nc1c(N)ccc(Br)c1O,VWTXIZQFUZQASV-UHFFFAOYSA-N,1,1,{113435},[],1,{1},[74502],"{10330, 86695}",Ester_amidation,[2924]
87924,C#CCCOCC(=O)Nc1cc(C)c(Br)cc1N,YFQOLVILWBTSKO-UHFFFAOYSA-N,1,1,{113433},[],1,{1},[74500],"{10157, 86695}",Ester_amidation,[2924]
87919,COC(C(=O)O)C(=O)Nc1ccc(F)c(C)c1N,SRZPFJCZOPWMDC-UHFFFAOYSA-N,1,2,"{113428, 113429}",[],1,{1},[74496],"{10968, 16017}",Ester_amidation,[2924]
87892,Nc1c(F)ccc(F)c1NC(=O)COCC(=O)O,KRZFZDSZHOMBNJ-UHFFFAOYSA-N,1,1,{113400},[],1,{1},[74469],"{10131, 16038}",Ester_amidation,[2924]
87883,Cc1cc(C)c(N)c(NC(=O)COCC(=O)O)c1,IWWPOOGCKHEVDC-UHFFFAOYSA-N,1,1,{113391},[],1,{1},[74460],"{86370, 16038}",Ester_amidation,[2924]
87862,COC(C(=O)O)C(=O)Nc1cc(Br)cc(O)c1N,GSROXVPFZXGRTG-UHFFFAOYSA-N,1,2,"{113360, 113361}",[],1,{1},[74439],"{16017, 10327}",Ester_amidation,[2924]
87860,COC(C(=O)O)C(=O)Nc1cc(C)c(Br)cc1N,ZLQRFBZKXWICOT-UHFFFAOYSA-N,1,2,"{113356, 113357}",[],1,{1},[74437],"{16017, 10157}",Ester_amidation,[2924]
87839,O=C(O)COCC(=O)N1CCNc2ccccc21,MEIUDYWQVZOFPL-UHFFFAOYSA-N,1,1,{113328},[],1,{1},[74416],"{10147, 16038}",Ester_amidation,[2924]
87829,COC(C(=O)O)C(=O)Nc1cc(C)c(Cl)cc1N,JCWBFLBGTBHRSK-UHFFFAOYSA-N,1,2,"{113314, 113315}",[],1,{1},[74406],"{16017, 10154}",Ester_amidation,[2924]
87828,COC(C(=O)O)C(=O)Nc1cc(Cl)c(C)cc1N,ANUHNKISDQULEP-UHFFFAOYSA-N,1,1,{113313},[],1,{1},[74405],"{16017, 10154}",Ester_amidation,[2924]
87818,Cc1c(F)ccc(N)c1NC(=O)COCC(=O)O,SZHGKJCOJLVIRF-UHFFFAOYSA-N,1,1,{113297},[],1,{1},[74395],"{10968, 16038}",Ester_amidation,[2924]
87817,CNc1ccc(Br)cc1NC(=O)COCC(=O)O,SKDNDXXNADBTDG-UHFFFAOYSA-N,1,1,{113296},[],1,{1},[74394],"{86307, 16038}",Ester_amidation,[2924]
87815,Cc1cc(NC(=O)COCC(=O)O)c(N)cc1Cl,WAEGUKURAJFLEH-UHFFFAOYSA-N,1,1,{113294},[],1,{1},[74392],"{10154, 16038}",Ester_amidation,[2924]
87802,Cc1cc(NC(=O)COCC(=O)O)c(N)cc1Br,YWKMMRALRQKNCR-UHFFFAOYSA-N,1,1,{113281},[],1,{1},[74379],"{10157, 16038}",Ester_amidation,[2924]
87797,CN(C(=O)COCC(=O)O)c1cccc(Br)c1N,LJQFDSSOPPYCCR-UHFFFAOYSA-N,1,1,{113276},[],1,{1},[74374],"{86282, 16038}",Ester_amidation,[2924]
87768,Nc1c(F)ccc(F)c1NC(=O)COCCCBr,PXJQHGGTKOSVMC-UHFFFAOYSA-N,1,1,{113247},[],1,{1},[74343],"{10131, 86686}",Ester_amidation,[2924]
87721,CNc1ccc(Br)cc1NC(=O)COCCCBr,SVXLUKYVXXRZGS-UHFFFAOYSA-N,1,1,{113200},[],1,{1},[74296],"{86307, 86686}",Ester_amidation,[2924]
87703,Cc1cc(C)c(N)c(NC(=O)COCCCBr)c1,FGFNNUDIQTWIFI-UHFFFAOYSA-N,1,1,{113182},[],1,{1},[74278],"{86370, 86686}",Ester_amidation,[2924]
87504,NCC1(C(=O)Nc2cccc(O)c2N)CCCO1,RLKWETSAWOSHQL-UHFFFAOYSA-N,1,1,{112968},[],1,{1},[74080],"{87483, 8692}",Ester_amidation,[2924]
87503,NCC1(C(=O)Nc2cc(F)ccc2N)CCCO1,ARBRSTMDRKEVRO-UHFFFAOYSA-N,1,2,"{112966, 112967}",[],1,{1},[74079],"{87483, 8757}",Ester_amidation,[2924]
87499,NCC1(C(=O)Nc2cc(Br)ccc2N)CCCO1,UCJKNRQJQMEXSC-UHFFFAOYSA-N,1,1,{112959},[],1,{1},[74075],"{8673, 87483}",Ester_amidation,[2924]
87468,CC1(C(=O)Nc2cccc(O)c2N)CNCCO1,VTWXIJSNSCBZPV-UHFFFAOYSA-N,1,2,"{112922, 112923}",[],1,{1},[74045],"{8692, 87461}",Ester_amidation,[2924]
87272,O=C(COCCO)N1CCNc2ccccc21,IWYCIHQMGCNINY-UHFFFAOYSA-N,1,1,{112652},[],1,{1},[73843],"{86571, 10147}",Ester_amidation,[2924]
87248,CNc1ccc(Br)cc1NC(=O)COCCO,QXAPGGAADJSTOB-UHFFFAOYSA-N,1,1,{112626},[],1,{1},[73819],"{86571, 86307}",Ester_amidation,[2924]
87244,Cc1cc(NC(=O)COCCO)c(N)cc1Br,SNOJPODTDPQAQD-UHFFFAOYSA-N,1,1,{112622},[],1,{1},[73815],"{86571, 10157}",Ester_amidation,[2924]
87243,CN(C(=O)COCCO)c1cccc(Br)c1N,QRWLQPGNBNPMLA-UHFFFAOYSA-N,1,1,{112621},[],1,{1},[73814],"{86282, 86571}",Ester_amidation,[2924]
87094,Nc1c(O)cc(Br)cc1NC(=O)COCCCl,MVYJGPSIQNUZKE-UHFFFAOYSA-N,1,1,{112469},[],1,{1},[73652],"{86597, 10327}",Ester_amidation,[2924]
87092,Cc1cc(C)c(N)c(NC(=O)COCCCl)c1,AXXFPZQEQDQFFS-UHFFFAOYSA-N,1,1,{112467},[],1,{1},[73650],"{86370, 86597}",Ester_amidation,[2924]
87080,CN(C(=O)COCCCl)c1cccc(Br)c1N,RZBDCKCLJLDBRI-UHFFFAOYSA-N,1,1,{112455},[],1,{1},[73628],"{86282, 86597}",Ester_amidation,[2924]
87079,Cc1cc(NC(=O)COCCCl)c(N)cc1Br,PUMLKNXHOPTBRV-UHFFFAOYSA-N,1,1,{112454},[],1,{1},[73627],"{86597, 10157}",Ester_amidation,[2924]
87069,Cc1cc(NC(=O)COCCCl)c(N)cc1Cl,XZZVKXLNVWBMPC-UHFFFAOYSA-N,1,1,{112444},[],1,{1},[73617],"{10154, 86597}",Ester_amidation,[2924]
86983,Nc1c(F)ccc(F)c1NC(=O)COCCBr,YMBZGAAHSLMAFC-UHFFFAOYSA-N,1,1,{112293},[],1,{1},[73517],"{86594, 10131}",Ester_amidation,[2924]
86951,Cc1cc(C)c(N)c(NC(=O)COCCBr)c1,FRPTUXZKSBAZAK-UHFFFAOYSA-N,1,1,{112261},[],1,{1},[73485],"{86370, 86594}",Ester_amidation,[2924]
86914,COC(C(=O)O)C(=O)Nc1cccc(O)c1N,NRRXMCJESIFXHJ-UHFFFAOYSA-N,1,2,"{112220, 112221}",[],1,{1},[73447],"{16017, 8692}",Ester_amidation,[2924]
86911,COC(C(=O)O)C(=O)Nc1cc(F)ccc1N,KCEABFDGOAFJOU-UHFFFAOYSA-N,1,2,"{112216, 112215}",[],1,{1},[73444],"{16017, 8757}",Ester_amidation,[2924]
86903,Nc1c(F)ccc(F)c1NC(=O)COCCCl,QCFMJIGZIHFMFK-UHFFFAOYSA-N,1,1,{112207},[],1,{1},[73435],"{10131, 86597}",Ester_amidation,[2924]
86870,CN(C(=O)COCCBr)c1cccc(Br)c1N,HRQJSIGOXWYUBM-UHFFFAOYSA-N,1,1,{112174},[],1,{1},[73396],"{86282, 86594}",Ester_amidation,[2924]
86869,Cc1cc(NC(=O)COCCBr)c(N)cc1Br,PAVUAZWEWYAGKC-UHFFFAOYSA-N,1,1,{112173},[],1,{1},[73395],"{86594, 10157}",Ester_amidation,[2924]
86853,CNc1ccc(Br)cc1NC(=O)COCCBr,FGRFEFUBCMPGIU-UHFFFAOYSA-N,1,1,{112157},[],1,{1},[73379],"{86594, 86307}",Ester_amidation,[2924]
86804,Nc1ccc(Br)cc1NC(=O)C1CNCCO1,NYILPPPJQBQITB-UHFFFAOYSA-N,1,2,"{112101, 112102}",[],1,{1},[73313],"{8673, 86797}",Ester_amidation,[2924]
86750,Nc1c(O)cccc1NC(=O)COCC(=O)O,FPMXBOCQXWTVPM-UHFFFAOYSA-N,1,1,{112039},[],1,{1},[73261],"{8692, 16038}",Ester_amidation,[2924]
86735,C#CCCOCC(=O)Nc1cccc(O)c1N,PKTWDSCFQJZZTK-UHFFFAOYSA-N,1,1,{112025},[],1,{1},[73247],"{8692, 86695}",Ester_amidation,[2924]
